state,county,county_clean,year,avg_temp
ILLINOIS,DOUGLAS,DOUGLAS,2014,10.264082138309846
ILLINOIS,DOUGLAS,DOUGLAS,2015,12.293251100923328
ILLINOIS,DOUGLAS,DOUGLAS,2016,13.180336536991433
ILLINOIS,DOUGLAS,DOUGLAS,2017,13.417235763145811
ILLINOIS,DOUGLAS,DOUGLAS,2018,12.214457693511804
ILLINOIS,DOUGLAS,DOUGLAS,2019,12.098973390448748
ILLINOIS,DOUGLAS,DOUGLAS,2020,12.684988697600204
ILLINOIS,DOUGLAS,DOUGLAS,2021,12.836603734723212
ILLINOIS,DOUGLAS,DOUGLAS,2022,12.045131567979979
ILLINOIS,DUPAGE,DUPAGE,2013,9.507067788083873
ILLINOIS,DUPAGE,DUPAGE,2014,8.233610427790325
ILLINOIS,DUPAGE,DUPAGE,2015,10.008984901596989
ILLINOIS,DUPAGE,DUPAGE,2016,11.195389146143953
ILLINOIS,DUPAGE,DUPAGE,2017,10.950262958622034
ILLINOIS,DUPAGE,DUPAGE,2018,9.815262650435955
ILLINOIS,DUPAGE,DUPAGE,2019,9.614630882009749
ILLINOIS,DUPAGE,DUPAGE,2020,10.7908033122618
ILLINOIS,DUPAGE,DUPAGE,2021,11.160806560255196
ILLINOIS,DUPAGE,DUPAGE,2022,9.995550072457263
ILLINOIS,EDGAR,EDGAR,2013,11.45184425999895
ILLINOIS,EDGAR,EDGAR,2014,10.315269339291945
ILLINOIS,EDGAR,EDGAR,2015,12.330003931704312
ILLINOIS,EDGAR,EDGAR,2016,13.162509457734473
ILLINOIS,EDGAR,EDGAR,2017,13.391779973335986
ILLINOIS,EDGAR,EDGAR,2018,12.288350662903667
ILLINOIS,EDGAR,EDGAR,2019,12.196823534018563
ILLINOIS,EDGAR,EDGAR,2020,12.813758800830897
ILLINOIS,EDGAR,EDGAR,2021,12.929477559871316
ILLINOIS,EDGAR,EDGAR,2022,12.119552759747762
ILLINOIS,EDWARDS,EDWARDS,2013,13.097386880709564
ILLINOIS,EDWARDS,EDWARDS,2014,12.368238118460397
ILLINOIS,EDWARDS,EDWARDS,2015,14.032406662172491
ILLINOIS,EDWARDS,EDWARDS,2016,14.848215395937814
ILLINOIS,EDWARDS,EDWARDS,2017,15.202470551207227
ILLINOIS,EDWARDS,EDWARDS,2018,14.132345890894669
ILLINOIS,EDWARDS,EDWARDS,2019,14.167362770980787
ILLINOIS,EDWARDS,EDWARDS,2020,14.420396285263962
ILLINOIS,EDWARDS,EDWARDS,2021,14.710350720426561
ILLINOIS,EDWARDS,EDWARDS,2022,13.926368117127879
ILLINOIS,EFFINGHAM,EFFINGHAM,2013,12.4642478939532
ILLINOIS,EFFINGHAM,EFFINGHAM,2014,11.500617011850466
ILLINOIS,EFFINGHAM,EFFINGHAM,2015,13.312522015404568
ILLINOIS,EFFINGHAM,EFFINGHAM,2016,14.112164025513437
ILLINOIS,EFFINGHAM,EFFINGHAM,2017,14.476606884326486
ILLINOIS,EFFINGHAM,EFFINGHAM,2018,13.433433189840116
ILLINOIS,EFFINGHAM,EFFINGHAM,2019,13.248834252813765
ILLINOIS,EFFINGHAM,EFFINGHAM,2020,13.618226448651342
ILLINOIS,EFFINGHAM,EFFINGHAM,2021,13.91099812895942
ILLINOIS,EFFINGHAM,EFFINGHAM,2022,13.056759123493975
ILLINOIS,FAYETTE,FAYETTE,2013,12.594551477134814
ILLINOIS,FAYETTE,FAYETTE,2014,11.619809092731202
ILLINOIS,FAYETTE,FAYETTE,2015,13.421442863842799
ILLINOIS,FAYETTE,FAYETTE,2016,14.254525584252406
ILLINOIS,FAYETTE,FAYETTE,2017,14.60691650656463
ILLINOIS,FAYETTE,FAYETTE,2018,13.494903498411134
ILLINOIS,FAYETTE,FAYETTE,2019,13.288065497451555
ILLINOIS,FAYETTE,FAYETTE,2020,13.64123061329201
ILLINOIS,FAYETTE,FAYETTE,2021,13.972880409419815
ILLINOIS,FAYETTE,FAYETTE,2022,13.14610825441423
ILLINOIS,FORD,FORD,2013,10.593173630723243
ILLINOIS,FORD,FORD,2014,9.415882456460679
ILLINOIS,FORD,FORD,2015,11.45186655808044
ILLINOIS,FORD,FORD,2016,12.471684020434566
ILLINOIS,FORD,FORD,2017,12.555396636483067
ILLINOIS,FORD,FORD,2018,11.300168356345466
ILLINOIS,FORD,FORD,2019,11.093724029979285
